年齢,学歴,職業,人種,性別,週労働時間,出身国,収入
55, Assoc-voc, Prof-specialty, White, Female,20, United-States, <=50K
29, HS-grad, Exec-managerial, White, Female,40, United-States, <=50K
62, HS-grad, Sales, White, Male,16, United-States, <=50K
22, HS-grad, Machine-op-inspct, White, Female,40, United-States, <=50K
64, 9th, Craft-repair, White, Male,40, United-States, <=50K
29, Bachelors, Exec-managerial, White, Male,50, United-States, <=50K
28, Some-college, Exec-managerial, White, Male,40, United-States, <=50K
25, HS-grad, Exec-managerial, White, Male,40, United-States, <=50K
47, Doctorate, Prof-specialty, White, Male,50, United-States, >50K
26, Bachelors, Transport-moving, White, Male,40, United-States, >50K
18, 12th, Other-service, White, Male,27, United-States, <=50K
52, 10th, Sales, White, Male,45, United-States, <=50K
48, Bachelors, Prof-specialty, White, Female,50, United-States, >50K
36, HS-grad, Machine-op-inspct, Black, Male,40, Haiti, <=50K
23, Assoc-voc, Adm-clerical, White, Female,30, United-States, <=50K
41, HS-grad, Transport-moving, White, Male,40, United-States, <=50K
56, HS-grad, Transport-moving, White, Male,38, United-States, >50K
53, HS-grad, Prof-specialty, White, Male,40, United-States, <=50K
26, Some-college, Exec-managerial, White, Female,40, United-States, <=50K
22, Some-college, Other-service, White, Male,40, United-States, <=50K
25, Masters, Prof-specialty, White, Female,31, United-States, <=50K
31, Some-college, Other-service, Other, Male,40, Puerto-Rico, <=50K
36, Assoc-acdm, Machine-op-inspct, White, Male,40, United-States, <=50K
46, Some-college, Machine-op-inspct, White, Male,40, United-States, <=50K
46, Assoc-acdm, Adm-clerical, White, Male,38, United-States, >50K
32, Some-college, Other-service, White, Female,36, Puerto-Rico, <=50K
43, HS-grad, Farming-fishing, White, Male,60, United-States, <=50K
30, Bachelors, Exec-managerial, White, Male,50, United-States, >50K
41, Bachelors, Sales, White, Male,45, United-States, >50K
50, Masters, Exec-managerial, White, Male,60, United-States, >50K
37, Masters, Exec-managerial, White, Male,38, United-States, <=50K
22, HS-grad, Handlers-cleaners, White, Male,50, United-States, <=50K
51, HS-grad, Transport-moving, White, Male,80, United-States, <=50K
47, Some-college, Exec-managerial, Black, Female,40, United-States, >50K
40, HS-grad, Adm-clerical, White, Male,40, United-States, <=50K
46, Some-college, Machine-op-inspct, White, Male,40, United-States, <=50K
30, Some-college, Tech-support, White, Female,40, United-States, <=50K
27, HS-grad, Sales, White, Male,65, United-States, >50K
31, Some-college, Adm-clerical, White, Female,35, United-States, <=50K
31, 1st-4th, Handlers-cleaners, White, Male,40, Mexico, <=50K
30, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
50, Bachelors, Prof-specialty, White, Male,40, United-States, >50K
27, Bachelors, Prof-specialty, White, Female,50, United-States, <=50K
29, HS-grad, Machine-op-inspct, White, Male,50, United-States, >50K
28, HS-grad, Transport-moving, White, Male,60, United-States, <=50K
54, Bachelors, Exec-managerial, Black, Female,45, United-States, >50K
47, Assoc-voc, Tech-support, White, Male,48, United-States, >50K
34, HS-grad, Machine-op-inspct, White, Female,40, United-States, <=50K
26, Some-college, Handlers-cleaners, White, Male,40, United-States, <=50K
23, Some-college, Protective-serv, White, Male,60, United-States, <=50K
42, Masters, Prof-specialty, White, Male,40, United-States, <=50K
36, HS-grad, Exec-managerial, White, Male,50, United-States, <=50K
52, Bachelors, Protective-serv, White, Male,45, United-States, >50K
27, Masters, Prof-specialty, White, Female,40, United-States, <=50K
42, HS-grad, Other-service, White, Female,40, United-States, <=50K
39, HS-grad, Other-service, Black, Female,40, United-States, <=50K
49, HS-grad, Prof-specialty, White, Male,40, United-States, >50K
36, HS-grad, Sales, White, Male,40, United-States, >50K
20, Preschool, Other-service, White, Male,32, United-States, <=50K
55, HS-grad, Exec-managerial, White, Male,60, United-States, <=50K
47, 9th, Machine-op-inspct, White, Male,40, United-States, <=50K
33, Masters, Prof-specialty, White, Male,33, United-States, >50K
36, Some-college, Sales, White, Male,40, United-States, <=50K
39, Doctorate, Prof-specialty, White, Female,80, United-States, <=50K
55, Bachelors, Exec-managerial, White, Male,48, United-States, >50K
48, Assoc-acdm, Transport-moving, White, Male,45, United-States, <=50K
30, Assoc-voc, Handlers-cleaners, White, Male,45, United-States, <=50K
24, HS-grad, Craft-repair, White, Male,50, United-States, <=50K
57, HS-grad, Craft-repair, White, Female,38, United-States, <=50K
20, Some-college, Farming-fishing, White, Male,60, United-States, <=50K
56, HS-grad, Prof-specialty, White, Female,40, United-States, <=50K
36, HS-grad, Adm-clerical, White, Female,40, United-States, >50K
44, 10th, Machine-op-inspct, White, Male,40, United-States, >50K
57, HS-grad, Craft-repair, White, Male,40, United-States, >50K
57, HS-grad, Craft-repair, Black, Male,52, United-States, <=50K
33, HS-grad, Tech-support, White, Male,40, United-States, <=50K
39, Bachelors, Transport-moving, White, Male,99, United-States, >50K
28, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
31, Some-college, Other-service, White, Male,16, United-States, <=50K
60, Assoc-acdm, Other-service, White, Female,40, United-States, <=50K
36, Assoc-voc, Protective-serv, White, Male,40, United-States, >50K
58, HS-grad, Sales, White, Female,35, United-States, >50K
50, Some-college, Handlers-cleaners, White, Male,38, United-States, <=50K
23, Bachelors, Exec-managerial, White, Female,12, United-States, <=50K
30, HS-grad, Other-service, White, Male,40, United-States, <=50K
90, Prof-school, Prof-specialty, White, Male,72, United-States, >50K
49, Bachelors, Prof-specialty, White, Female,50, United-States, <=50K
47, Bachelors, Prof-specialty, White, Male,40, United-States, <=50K
34, Doctorate, Prof-specialty, White, Male,40, Taiwan, >50K
37, HS-grad, Tech-support, White, Female,40, United-States, <=50K
25, 10th, Protective-serv, Black, Female,50, United-States, <=50K
37, Assoc-acdm, Adm-clerical, White, Female,40, United-States, <=50K
47, HS-grad, Adm-clerical, White, Male,40, Mexico, <=50K
34, HS-grad, Exec-managerial, White, Male,60, United-States, >50K
34, Some-college, Other-service, White, Male,40, United-States, <=50K
35, HS-grad, Exec-managerial, White, Male,50, United-States, >50K
39, Some-college, Machine-op-inspct, White, Male,40, United-States, <=50K
32, 7th-8th, Handlers-cleaners, White, Male,19, United-States, <=50K
24, HS-grad, Other-service, White, Female,30, United-States, <=50K
28, Prof-school, Prof-specialty, White, Male,60, United-States, <=50K
41, 7th-8th, Craft-repair, White, Male,40, United-States, <=50K
32, HS-grad, Protective-serv, White, Male,90, United-States, <=50K
58, HS-grad, Sales, White, Female,40, United-States, >50K
47, HS-grad, Sales, White, Male,75, United-States, >50K
41, Bachelors, Exec-managerial, White, Male,50, United-States, >50K
35, HS-grad, Exec-managerial, White, Male,50, United-States, >50K
24, Some-college, Other-service, White, Male,20, Canada, <=50K
46, HS-grad, Sales, Black, Male,60, United-States, >50K
69, Bachelors, Exec-managerial, White, Male,45, United-States, >50K
22, Bachelors, Exec-managerial, White, Female,40, United-States, <=50K
36, Masters, Prof-specialty, White, Female,40, United-States, <=50K
31, Bachelors, Sales, White, Male,40, United-States, >50K
23, Bachelors, Prof-specialty, Amer-Indian-Eskimo, Male,30, United-States, <=50K
35, Some-college, Prof-specialty, Black, Female,40, United-States, <=50K
37, Bachelors, Protective-serv, White, Male,40, United-States, >50K
35, Bachelors, Prof-specialty, White, Female,40, United-States, <=50K
18, 11th, Transport-moving, White, Male,16, United-States, <=50K
43, 9th, Handlers-cleaners, White, Female,40, United-States, <=50K
53, HS-grad, Protective-serv, White, Male,40, United-States, <=50K
54, Some-college, Protective-serv, White, Male,52, United-States, <=50K
29, HS-grad, Adm-clerical, White, Female,40, United-States, <=50K
46, Assoc-acdm, Adm-clerical, White, Female,47, Cuba, <=50K
24, Some-college, Handlers-cleaners, Asian-Pac-Islander, Male,30, United-States, <=50K
30, Some-college, Other-service, Asian-Pac-Islander, Female,40, United-States, <=50K
23, Some-college, Priv-house-serv, White, Female,6, United-States, <=50K
36, HS-grad, Machine-op-inspct, White, Male,40, United-States, <=50K
38, Bachelors, Craft-repair, White, Male,35, United-States, <=50K
33, Masters, Tech-support, White, Male,15, United-States, <=50K
66, Some-college, Protective-serv, White, Male,40, Canada, <=50K
45, HS-grad, Exec-managerial, White, Male,40, United-States, <=50K
37, HS-grad, Sales, White, Male,60, United-States, >50K
17, 10th, Other-service, White, Female,10, United-States, <=50K
31, HS-grad, Adm-clerical, Amer-Indian-Eskimo, Male,40, United-States, >50K
46, Bachelors, Exec-managerial, White, Male,55, United-States, >50K
40, Bachelors, Prof-specialty, White, Male,40, United-States, <=50K
34, Some-college, Handlers-cleaners, White, Male,40, United-States, <=50K
56, 10th, Craft-repair, White, Male,45, United-States, <=50K
42, Some-college, Adm-clerical, Black, Female,41, United-States, <=50K
46, Masters, Exec-managerial, White, Male,55, United-States, >50K
30, HS-grad, Craft-repair, White, Male,50, United-States, <=50K
33, Bachelors, Craft-repair, White, Male,40, United-States, >50K
47, HS-grad, Machine-op-inspct, White, Female,40, United-States, <=50K
57, Assoc-acdm, Farming-fishing, Amer-Indian-Eskimo, Male,40, United-States, <=50K
34, 11th, Craft-repair, White, Male,40, United-States, <=50K
40, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
33, HS-grad, Sales, White, Male,40, United-States, >50K
22, HS-grad, Machine-op-inspct, White, Male,40, United-States, <=50K
53, HS-grad, Adm-clerical, White, Female,35, United-States, >50K
36, HS-grad, Adm-clerical, Asian-Pac-Islander, Female,40, Philippines, <=50K
45, HS-grad, Craft-repair, Asian-Pac-Islander, Male,40, United-States, >50K
36, Some-college, Sales, White, Female,40, United-States, <=50K
18, HS-grad, Farming-fishing, White, Male,11, United-States, <=50K
27, HS-grad, Adm-clerical, White, Female,40, United-States, <=50K
30, HS-grad, Machine-op-inspct, White, Male,40, United-States, <=50K
34, Bachelors, Prof-specialty, White, Male,40, United-States, >50K
36, Bachelors, Sales, White, Male,40, United-States, >50K
36, 7th-8th, Farming-fishing, White, Male,75, United-States, <=50K
48, Masters, Exec-managerial, White, Male,40, United-States, <=50K
41, Prof-school, Prof-specialty, White, Male,60, United-States, >50K
21, 5th-6th, Priv-house-serv, White, Female,40, Mexico, <=50K
47, Masters, Prof-specialty, White, Male,38, United-States, >50K
41, 1st-4th, Farming-fishing, White, Male,40, Mexico, <=50K
61, 1st-4th, Craft-repair, White, Male,20, United-States, <=50K
64, 7th-8th, Craft-repair, White, Male,40, United-States, <=50K
35, Some-college, Adm-clerical, Black, Male,40, United-States, <=50K
44, HS-grad, Transport-moving, White, Male,50, United-States, <=50K
20, Some-college, Sales, White, Female,20, United-States, <=50K
23, Some-college, Adm-clerical, White, Female,70, United-States, <=50K
52, 10th, Other-service, White, Female,35, United-States, <=50K
43, Masters, Exec-managerial, White, Female,25, United-States, <=50K
32, Bachelors, Handlers-cleaners, Asian-Pac-Islander, Male,40, United-States, <=50K
63, Bachelors, Craft-repair, Asian-Pac-Islander, Male,40, South, <=50K
29, Some-college, Other-service, White, Female,41, United-States, >50K
42, Some-college, Exec-managerial, Asian-Pac-Islander, Male,60, Taiwan, <=50K
65, 10th, Handlers-cleaners, White, Female,28, United-States, <=50K
24, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
42, Some-college, Other-service, White, Female,40, United-States, <=50K
35, HS-grad, Transport-moving, Black, Male,40, United-States, <=50K
38, Some-college, Adm-clerical, White, Female,40, United-States, <=50K
26, HS-grad, Adm-clerical, White, Female,50, United-States, <=50K
46, HS-grad, Farming-fishing, White, Male,50, United-States, <=50K
39, Some-college, Adm-clerical, White, Female,20, United-States, <=50K
42, Doctorate, Prof-specialty, White, Male,36, United-States, >50K
36, Bachelors, Prof-specialty, White, Male,45, United-States, >50K
26, Some-college, Handlers-cleaners, White, Male,45, United-States, <=50K
57, Bachelors, Sales, White, Male,40, United-States, >50K
55, HS-grad, Handlers-cleaners, Black, Male,40, United-States, <=50K
35, Some-college, Sales, White, Male,55, United-States, >50K
24, Some-college, Other-service, White, Female,30, United-States, <=50K
47, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
34, Some-college, Sales, White, Male,60, United-States, >50K
44, Bachelors, Exec-managerial, Black, Male,35, United-States, >50K
27, Bachelors, Adm-clerical, White, Male,35, United-States, <=50K
36, Bachelors, Adm-clerical, White, Female,50, United-States, <=50K
21, Bachelors, Sales, White, Male,30, United-States, <=50K
29, HS-grad, Transport-moving, Other, Male,55, United-States, <=50K
25, HS-grad, Handlers-cleaners, White, Male,40, United-States, <=50K
73, HS-grad, Farming-fishing, White, Male,50, United-States, <=50K
45, Assoc-voc, Machine-op-inspct, White, Male,40, United-States, >50K
28, Bachelors, Exec-managerial, White, Female,50, United-States, >50K
43, Bachelors, Exec-managerial, White, Male,50, United-States, <=50K
47, HS-grad, Craft-repair, White, Male,42, United-States, <=50K
20, Some-college, Adm-clerical, White, Female,15, United-States, <=50K
22, Some-college, Transport-moving, White, Male,20, United-States, <=50K
76, 7th-8th, Craft-repair, White, Male,10, United-States, <=50K
24, Some-college, Transport-moving, Black, Male,40, United-States, <=50K
54, Some-college, Sales, White, Male,50, United-States, <=50K
30, Some-college, Machine-op-inspct, White, Male,40, United-States, >50K
33, Some-college, Craft-repair, White, Male,58, United-States, <=50K
30, Some-college, Machine-op-inspct, White, Male,50, United-States, <=50K
40, Assoc-acdm, Exec-managerial, White, Male,50, United-States, >50K
49, Assoc-voc, Sales, White, Female,40, United-States, <=50K
30, HS-grad, Craft-repair, White, Male,40, United-States, <=50K
22, HS-grad, Adm-clerical, Other, Female,40, United-States, <=50K
19, HS-grad, Handlers-cleaners, White, Male,58, United-States, <=50K
46, HS-grad, Protective-serv, White, Male,40, United-States, <=50K
51, HS-grad, Adm-clerical, White, Male,50, United-States, <=50K
56, 7th-8th, Machine-op-inspct, Other, Female,40, Dominican-Republic, <=50K
53, Some-college, Sales, White, Female,40, United-States, <=50K
27, Bachelors, Prof-specialty, White, Female,40, United-States, <=50K
46, Some-college, Exec-managerial, White, Female,45, United-States, <=50K
37, HS-grad, Transport-moving, White, Male,40, United-States, >50K
41, Bachelors, Other-service, Asian-Pac-Islander, Male,30, Vietnam, <=50K
30, Some-college, Adm-clerical, White, Female,55, United-States, >50K
